Supporter ID, External ID, Country, State, City, Reference Name, Split Name, Time Sent, Status, Opened, Clicked, Converted, Unsubscribed, First Open Date, Number of Links Clicked, Bounce Category, Bounce Code
02a9e962-06ed-4c6c-8c6b-bfda3c792fef,77254899,US,AZ,Scottsdale,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
02aeb293-3a91-4996-8af5-eeb7b335966d,77255138,US,CA,Alhambra,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
02bc608b-da7b-4b46-b0db-fcacc3e0eccf,77254490,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_04:08_EDT,0,NULL,
02f71f65-0e7c-487f-bf5c-afe34419d222,77255958,US,NY,White Plains,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0307d44a-1c95-4b90-9a7c-7a657c264cb8,77258259,US,PA,Pittsburgh,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0310b89e-2c79-470c-9051-3cab9f2e3c8e,77255470,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
032bc6c5-293b-4591-a6fe-e66108a5d3d0,77258776,US,PA,State College,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:05_EDT,0,NULL,
033d92e0-fc04-4eb5-abcc-a1274d3d4bb7,77256180,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
036fbb86-8e58-4984-9154-736cd53d4615,77254894,US,TX,Georgetown,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_07:44_EDT,0,NULL,
0374b74f-3080-4357-9ed3-84dbc3a6e219,77256200,US,WA,Seattle,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_03:08_EDT,0,NULL,
037b12ee-3130-4001-a062-30cfc2148dae,77255554,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
03af25f2-7351-4826-b3c2-decd631823d2,77258227,US,PA,Allentown,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
03b0fada-3326-40a6-a926-ad186d0e1973,77255001,US,PA,Allison Park,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:57_EDT,0,NULL,
0417c1a2-d208-4efd-9854-167e49b45dfd,77254576,US,NY,Brooklyn,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_03:12_EDT,0,NULL,
043f9cfa-8b73-467c-bf19-c2e64616b15a,77255360,US,IL,Chicago,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
04476f56-77d4-42ee-9f44-1b4ffd81513f,77255652,US,DE,Newark,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
044e4220-30fc-4015-a032-4e96775f9f67,77256143,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-03_21:07_EDT,0,NULL,
04633e2d-94ff-4987-9246-6dcc29256cdd,77255838,US,CA,San Luis Obispo,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_10:07_EDT,0,NULL,
0465bb14-0d8c-4482-b589-d0c98afec579,77254518,US,HI,Kailua,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0470bb71-b091-4044-bd1e-500da460e44d,77256469,US,PA,Hummelstown,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-02_06:04_EDT,0,NULL,
047fbb22-cdb7-441e-ac67-a5d194a528e4,77255898,US,CA,Mountain View,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
04b7fdc3-7469-4052-993e-f35e682bc491,77254639,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
04dfc29a-9fa9-4c1e-b494-e42329b1b7d1,77255718,US,NC,Durham,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
04f9d842-5452-49b7-ac9f-78744e346415,77254754,US,MA,Winchester,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0507f5e2-b91b-43ac-91eb-d6ad7d47104b,77255563,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0509c9c6-2d39-4610-92a5-b823f9faea05,77256584,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
051ff9bb-fb64-4af7-8737-db39fb332530,,US,PA,West Chester,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
053de512-a0bf-4429-96c6-33cf93c40a30,77255007,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
055dd9fd-8562-4236-a105-f812f065671c,77254739,US,PA,Reinholds,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
056e3945-a295-4a45-aa73-1e3ccfdef484,77254683,US,TX,Austin,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
05c2e1ac-e8bb-4604-acf1-aaae8caa08ac,77255935,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
05c50143-c718-4f79-88f7-5cbf538f4e96,77255997,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_06:29_EDT,0,NULL,
05d94926-f3c5-465a-b381-6fb62bd8a3e0,77255521,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0614ce33-f854-4a2c-9a46-e833833faa4b,77255610,US,MA,Somerville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
06237580-aa9c-4622-a5ee-2659ad9747d0,77255159,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
062fc541-68a9-4d45-868b-59cfd1a84baf,77255786,US,MA,Bedford,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_05:54_EDT,0,NULL,
069a58c7-b97a-42f0-ab9a-12e03115bb6f,77255705,US,HI,Kaneohe,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
06a3cb49-b473-4593-8d90-43cfbcdeea8c,,US,PA,Ridgway,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
06d15732-27b8-46f4-ba1f-17cf5d0c957d,77255584,US,FL,Palm Beach,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
06e9a79f-7b5f-4b83-8cad-ca1975b610ac,77254974,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
06f95e63-f6d1-4ca3-8f15-12d2db23ddd6,77256666,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:25_EDT,0,NULL,
071dbf02-580d-4ab0-ba8e-2c518841a48f,,US,PA,Ronks,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_13:27_EDT,0,NULL,
074a98a7-4871-40ed-a6b3-1798d71d9c63,77258203,US,PA,Wexford,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:00_EDT,0,NULL,
074daa34-2a98-4335-aef5-f30c0574b341,77256120,US,PA,Reading,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
074fa7a7-771d-4691-9832-75e185311b5d,77254781,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
07668735-f68b-461a-8dcd-14239474e7ed,77255377,US,IL,Evanston,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_09:51_EDT,0,NULL,
07792053-8b32-45b7-9fdf-9741a8d91226,77254991,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_23:16_EDT,0,NULL,
07a9c5c0-d0a1-4077-a085-f6a5e384defa,77255412,US,IL,Chicago,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
07cf3f76-c071-4ad3-8576-71696acafb6e,77256289,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0803b8cf-69ea-4992-becb-b38a63c7378b,77254616,US,NM,Albuquerque,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:43_EDT,0,NULL,
08672f77-c7af-4ceb-9855-68df8edc6a05,77255813,US,TN,Chattanooga,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_06:23_EDT,0,NULL,
08856b0f-6e85-4aee-9158-c71d5597f05d,77255137,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:52_EDT,0,NULL,
088f421d-8a29-46f7-ab3d-a873945c278a,77255379,US,MD,Bethesda,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_12:27_EDT,0,NULL,
08b92a33-ced1-475c-9cdf-ae9df68aeaf5,77256067,US,PA,Allentown,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_07:11_EDT,0,NULL,
08c7b777-e9aa-469a-85c4-74ac695475d7,77254556,US,PA,Duncansville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_18:20_EDT,0,NULL,
08f889a8-5c57-40cb-95cd-c51f48d2989a,77256227,US,NJ,Metuchen,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
095f980e-c7d5-4276-9ce7-bb1891bafff6,77254821,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_09:09_EDT,0,NULL,
097fea03-a770-47a1-bd59-c9948e29e9d5,77254456,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
09903a49-8a4e-47ad-a88f-395aa192fe30,77255719,US,PA,Media,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_07:17_EDT,0,NULL,
09d9474b-7437-44f5-8a1a-695a4fbc65b6,77254927,US,WA,Seattle,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_03:28_EDT,0,NULL,
09e5dc4d-8eaa-46a8-9cd1-213e4e70f88d,77255471,US,PA,Pittsburgh,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
09efc3c2-8feb-494d-86df-33c829d077c9,77256271,US,CA,San Francisco,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0a0ceb6d-0dd3-47f6-b160-4e1178e4ab40,77256619,US,MA,Somerville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0a114ff2-9e72-4d59-83b5-b499d06a4892,77256054,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0a5e3b84-be92-4020-a173-8576c5c70e5d,77255135,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0a719185-0b53-47d5-af10-d667b0d71a9b,77254654,US,PA,Richboro,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0a820b0f-005a-4e0e-8ca3-4cffea6322c2,77256478,US,MI,Ypsilanti,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0b4731f7-e273-402d-9a82-34a070e7eb7a,77256540,US,NY,New York,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0bbfb00b-dd76-4bf1-b2b9-2d1dc144f2ad,77258505,US,PA,Dallas,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0bc2aa01-48e1-4116-b795-8834f5f2fe05,77255085,US,MA,Framingham,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0bf7b6e9-5184-43d9-af93-e300675d72c1,77255302,US,AL,Mobile,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_07:32_EDT,0,NULL,
0c064e94-1d73-4657-adf0-903d2f4a392a,77255876,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:10_EDT,0,NULL,
0c240f0f-d271-4cdf-8e91-894d470228b2,77255084,US,NJ,Hoboken,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:13_EDT,0,NULL,
0c287472-ba2f-4c7b-9de0-856c7155711d,77254489,US,PA,Bloomsburg,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0c3e83aa-a3af-4de4-967f-2efb8b921625,77256066,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0c45ec41-43ae-4058-861f-bb865582670e,84242432,US,PA,Mars,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0c60275a-d9f7-434c-b066-7fdf2c8eff80,77254378,US,PR,Bristol,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0caee32b-9ae0-4a3f-bfc4-a581b2f45a7f,77255128,US,MD,Chevy Chase,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_09:02_EDT,0,NULL,
0d008161-898d-4d75-b9ba-e080009f131b,77255397,US,VA,Arlington,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0d49fc79-fa42-4017-bd6c-40e39077c5eb,77254670,US,PA,Wexford,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_11:06_EDT,0,NULL,
0d7bf5b8-49d3-4c2e-8e6f-ace2ac59aaeb,,US,PA,Broad Top,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_18:58_EDT,0,NULL,
0d80f809-b447-4068-8af0-c126687502fb,77256662,US,PA,Allison Park,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0d8e575c-02cc-4fba-acf1-ea00561a054f,77256288,US,PA,Orefield,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0e4416ea-e03b-40ce-9989-63e9dc0622f6,77255295,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0e4819f7-e648-4769-ad60-a002207dab4d,77254544,US,MI,Northville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0e9622cb-b924-4c42-b82d-7d4307d0b120,77258206,US,PA,Reading,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0ea3b173-088a-4e19-8355-8bc9e7d8509a,77255989,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0eb400da-7f07-4bdb-b0d4-a883f398ecd3,77255489,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0ec58e93-8408-4352-9b97-66cab5942cd7,77254600,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0ed8610b-18dc-4906-b005-ac7b4dbdfa25,77254728,US,MA,Cohasset,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_08:39_EDT,0,NULL,
0ef14a7c-3f6d-4cb0-a8fb-5b279529527a,77256592,US,CA,Milpitas,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-02_03:02_EDT,0,NULL,
0f227217-47fb-4fee-92d7-67c3d6eadfaf,77255461,US,NJ,Milford,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0f2479df-d7e2-4a20-8fcc-b626ee04a07f,77255681,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0f355229-0af9-4566-ae2e-c2917cc568ce,77254423,US,WI,Racine,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,TRUE,TRUE,FALSE,2018-08-01_10:21_EDT,1,NULL,
0f3b9b0d-8827-499c-acf2-bdb11c21546e,77256512,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0f52ea71-8764-4cf3-8287-ba493166bf8b,77255509,US,PA,Danville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_04:16_EDT,0,NULL,
0f7e22c6-ecf8-4b56-a4be-cb1a704422eb,84242443,US,PA,Lititz,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0f81f894-ad93-4ca9-9482-28ef4b1d233b,77254696,US,PA,Erie,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0f86469b-379d-4a97-996d-808b2b6d1b12,77256152,US,CA,Pleasanton,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0fbb8f05-b1b8-4191-8e4c-d883b18607ae,77254598,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
0fc0a402-5908-474b-b621-ffa6d17f4b2f,84242433,US,PA,Perkiomenville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
1009b23a-98d1-4c43-b55f-3e8f09802e66,77255736,US,WA,Seattle,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_03:03_EDT,0,NULL,
101a56a5-da30-4fba-b1e6-e9d2f9850ff2,77256689,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_06:34_EDT,0,NULL,
1041fd40-5b77-4bd4-b02b-20d7c92c8369,77255729,US,WA,Kirkland,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_03:11_EDT,0,NULL,
105853ed-da26-42e8-b8b1-01387d9a8d36,77256642,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
10d0d8fd-cb8a-4bc9-99b2-d50d0da24cb5,77255999,US,MA,Somerville,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,TRUE,FALSE,FALSE,FALSE,2018-08-01_05:42_EDT,0,NULL,
10e11d2f-190c-4c9b-bfa1-5294a8a55332,77256039,,,,Class Experiment Reminder 2,Split A,2018-08-01_03:00_EDT,Delivered,FALSE,FALSE,FALSE,FALSE,,0,NULL,
